user_id,seed_title_id,cand_title_id,semantic_score,log_popularity,same_year,genre_overlap_seed,genre_overlap_user,in_user_wishlist,label
70b11c84-9429-4066-8cf2-148d83744846,7182,6699,0.36274659633636475,0.0,0,1,3,0,0
70b11c84-9429-4066-8cf2-148d83744846,7182,7210,0.3625415563583374,0.0,0,0,3,0,0
70b11c84-9429-4066-8cf2-148d83744846,7182,9119,0.36048418283462524,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6761,0.5225540399551392,0.0,0,3,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6711,0.49247339367866516,1.6094379124341003,1,3,3,1,1
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8285,0.41835862398147583,0.0,1,3,5,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8860,0.3923454284667969,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6896,0.38569051027297974,0.0,0,2,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6947,0.374835729598999,0.0,0,3,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,7892,0.37378594279289246,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6776,0.36546796560287476,0.0,0,3,4,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6891,0.36284807324409485,0.0,0,2,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8013,0.3599916398525238,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8459,0.35965222120285034,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8279,0.35614436864852905,0.0,0,2,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8582,0.35047370195388794,0.0,0,2,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8337,0.34993135929107666,0.0,0,2,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,7292,0.3466717600822449,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,7755,0.33972325921058655,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,10943,0.3377474546432495,0.0,0,1,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,8768,0.3360162079334259,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,10212,0.3356472849845886,0.0,0,2,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,10106,0.33478546142578125,0.0,0,3,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,9372,0.3337664306163788,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,11159,0.33350157737731934,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6864,0.3327454924583435,0.0,0,2,5,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,9512,0.33094775676727295,0.0,0,2,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,10419,0.32644161581993103,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,9579,0.3257279098033905,0.0,0,2,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,7412,0.32399535179138184,0.0,0,0,4,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6795,0.32365691661834717,0.0,0,3,4,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,6784,0.3227109909057617,0.0,0,3,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,6711,7282,0.3209887742996216,0.0,0,0,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,6880,0.5252359509468079,0.0,0,1,4,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10763,0.5233529806137085,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10920,0.48157376050949097,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,11052,0.4491454064846039,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10318,0.44167959690093994,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7954,0.43400001525878906,0.0,0,0,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10069,0.41966482996940613,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10636,0.4136737585067749,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7182,0.4094453454017639,1.791759469228055,1,4,4,1,1
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,11016,0.4081997871398926,0.0,1,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,8137,0.40281933546066284,0.0,0,1,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10309,0.4005376696586609,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7931,0.39680278301239014,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7943,0.3950020670890808,0.0,0,0,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10974,0.3807523250579834,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,8908,0.37671512365341187,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9993,0.37514039874076843,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7325,0.37482696771621704,0.0,0,0,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9166,0.3718021512031555,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9229,0.3713054955005646,0.0,0,0,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9982,0.3711113929748535,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10719,0.3706806004047394,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,8649,0.3694645166397095,0.0,0,1,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,10693,0.367372065782547,0.0,0,0,0,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9814,0.36616846919059753,0.0,0,0,1,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,6743,0.36585602164268494,0.0,0,1,2,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7590,0.36339789628982544,0.0,0,1,4,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,6699,0.36274659633636475,0.0,0,1,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,7210,0.3625415563583374,0.0,0,0,3,0,0
b7a03fcd-9030-4c4c-aa9e-f8db6d96889a,7182,9119,0.36048418283462524,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6761,0.5225540399551392,0.0,0,3,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6711,0.49247339367866516,1.6094379124341003,1,3,3,1,1
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8285,0.41835862398147583,0.0,1,3,5,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8860,0.3923454284667969,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6896,0.38569051027297974,0.0,0,2,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6947,0.374835729598999,0.0,0,3,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,7892,0.37378594279289246,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6776,0.36546796560287476,0.0,0,3,4,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6891,0.36284807324409485,0.0,0,2,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8013,0.3599916398525238,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8459,0.35965222120285034,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8279,0.35614436864852905,0.0,0,2,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8582,0.35047370195388794,0.0,0,2,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8337,0.34993135929107666,0.0,0,2,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,7292,0.3466717600822449,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,7755,0.33972325921058655,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,10943,0.3377474546432495,0.0,0,1,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,8768,0.3360162079334259,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,10212,0.3356472849845886,0.0,0,2,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,10106,0.33478546142578125,0.0,0,3,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,9372,0.3337664306163788,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,11159,0.33350157737731934,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6864,0.3327454924583435,0.0,0,2,5,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,9512,0.33094775676727295,0.0,0,2,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,10419,0.32644161581993103,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,9579,0.3257279098033905,0.0,0,2,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,7412,0.32399535179138184,0.0,0,0,4,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6795,0.32365691661834717,0.0,0,3,4,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,6784,0.3227109909057617,0.0,0,3,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,6711,7282,0.3209887742996216,0.0,0,0,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,6880,0.5252359509468079,0.0,0,1,4,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10763,0.5233529806137085,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10920,0.48157376050949097,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,11052,0.4491454064846039,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10318,0.44167959690093994,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7954,0.43400001525878906,0.0,0,0,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10069,0.41966482996940613,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10636,0.4136737585067749,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7182,0.4094453454017639,1.791759469228055,1,4,4,1,1
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,11016,0.4081997871398926,0.0,1,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,8137,0.40281933546066284,0.0,0,1,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10309,0.4005376696586609,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7931,0.39680278301239014,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7943,0.3950020670890808,0.0,0,0,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10974,0.3807523250579834,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,8908,0.37671512365341187,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9993,0.37514039874076843,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7325,0.37482696771621704,0.0,0,0,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9166,0.3718021512031555,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9229,0.3713054955005646,0.0,0,0,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9982,0.3711113929748535,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10719,0.3706806004047394,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,8649,0.3694645166397095,0.0,0,1,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,10693,0.367372065782547,0.0,0,0,0,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9814,0.36616846919059753,0.0,0,0,1,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,6743,0.36585602164268494,0.0,0,1,2,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7590,0.36339789628982544,0.0,0,1,4,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,6699,0.36274659633636475,0.0,0,1,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,7210,0.3625415563583374,0.0,0,0,3,0,0
f4fae817-1f8b-46f1-97a1-b6d85cc1ea4a,7182,9119,0.36048418283462524,0.0,0,1,1,0,0
